DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2021/01/15 05:00:00+00,2052,2052,100 KUHL AV     ,OFFN AGAINST FAMILY,True,266
2021/01/15 05:00:00+00,2152,2209,2400 MIDLAND AV     ,POSSESSION/MARIJUANA,False,267
2021/01/15 05:00:00+00,2209,2209,100 HURLBURT RD     ,CRIMINAL MISCHIEF,True,268
2021/01/15 05:00:00+00,2311,2130,300 CROSSETT ST     ,POSSESSION/MARIJUANA,False,269
2021/01/16 05:00:00+00,57,57,800 WOLF ST     ,ALL OTHER OFFENSES,False,270
2021/01/16 05:00:00+00,135,135,200 EVALEEN AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,271
2021/01/16 05:00:00+00,340,340,100 SEYMOUR ST     ,CRIMINAL MISCHIEF,True,272
2021/01/16 05:00:00+00,456,456,1500 SPRING ST     ,SIMPLE ASSAULT,True,273
2021/01/16 05:00:00+00,500,530,1600 E  GENESEE ST     ,SIMPLE ASSAULT,True,274
2021/01/16 05:00:00+00,724,724,3200 S  SALINA ST     ,SIMPLE ASSAULT,True,275
2021/01/16 05:00:00+00,400,830,300 ROBINSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,276
2021/01/16 05:00:00+00,1026,1026,500 ULSTER ST     ,SIMPLE ASSAULT,True,277
2021/01/16 05:00:00+00,900,1029,200 TENNYSON AV     ,SIMPLE ASSAULT,True,278
2021/01/16 05:00:00+00,1439,1439,500 HIGHLAND ST     ,SIMPLE ASSAULT,True,279
2021/01/16 05:00:00+00,1458,1553,500 RICHMOND AV     ,POSSESSION/MARIJUANA,False,280
2021/01/16 05:00:00+00,1548,1548,100 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,281
2021/01/16 05:00:00+00,1755,1551,200 S  GEDDES ST     ,OFFN AGAINST FAMILY,True,282
2021/01/16 05:00:00+00,1627,1627,1100 S  SALINA ST     ,POSSESSION/MARIJUANA,False,283
2021/01/16 05:00:00+00,1635,1648,600 N  SALINA ST     ,CRIMINAL MISCHIEF,True,284
2021/01/16 05:00:00+00,1706,1706,1100 S  SALINA ST     ,POSSESSION/MARIJUANA,False,285
2021/01/16 05:00:00+00,1838,1855,700 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,286
2021/01/16 05:00:00+00,1838,1838,1 DESTINY USA DR,DISORDERLY CONDUCT,False,287
2021/01/16 05:00:00+00,1938,1938,100 DUDLEY ST     ,POSSESSION/MARIJUANA,False,288
2021/01/16 05:00:00+00,2240,2245,700 WOLF ST     ,CRIMINAL MISCHIEF,True,289
2021/01/16 05:00:00+00,2100,2249,1800 W  FAYETTE ST     ,SIMPLE ASSAULT,True,290
2021/01/16 05:00:00+00,2347,2348,1400 S  STATE ST     ,SIMPLE ASSAULT,True,291
2021/01/16 05:00:00+00,1900,1900,400 GRANT BLVD   ,UNAUTHORIZED USE MV,True,292
2021/01/16 05:00:00+00,1800,800,900 HIAWATHA BLVD W ,CRIMINAL MISCHIEF,True,293
2021/01/16 05:00:00+00,900,920,1600 COURT ST     ,SIMPLE ASSAULT,True,294
2021/01/17 05:00:00+00,2300,2300,200 HARTSON ST     ,OFFN AGAINST FAMILY,True,295
2021/01/17 05:00:00+00,2335,3,200 STEVENS AV     ,ALL OTHER OFFENSES,True,296
2021/01/17 05:00:00+00,2315,101,800 FIRST NORTH ST     ,SIMPLE ASSAULT,True,297
2021/01/17 05:00:00+00,141,141,100 HUBBELL AV     ,SIMPLE ASSAULT,True,298
2021/01/17 05:00:00+00,153,155,500 PEAT ST     ,ALL OTHER OFFENSES,True,299
2021/01/17 05:00:00+00,30,159,1100 TEALL AV     ,SIMPLE ASSAULT,True,300
2020/11/30 05:00:00+00,1200,1222,900 GLENWOOD AV     ,FRAUD,False,301
2020/11/30 05:00:00+00,1640,1640,100 HANCOCK DR     ,FRAUD,False,302
2020/12/04 05:00:00+00,1500,1500,900 JAMES ST     ,OFFN AGAINST FAMILY,False,303
2020/12/08 05:00:00+00,0,1600,2000 LODI ST     ,FORGERY/COUNTERFEIT,True,304
2020/12/10 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,305
2020/12/11 05:00:00+00,1500,1500,600 HELEN ST     ,OFFN AGAINST FAMILY,False,306
2020/12/12 05:00:00+00,1215,1215,300 KRAMER DR     ,ALL OTHER OFFENSES,False,307
2020/12/15 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,308
2020/12/16 05:00:00+00,1200,1200,700 JAMES ST     ,FRAUD,False,309
2020/12/17 05:00:00+00,2100,2100,300 GREEN ST     ,OFFN AGAINST FAMILY,False,310
2020/12/18 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,311
2021/01/01 05:00:00+00,5,5,100 LAWRENCE ST     ,CRIMINAL MISCHIEF,True,312
2021/01/01 05:00:00+00,25,31,0 CENTENNIAL DR     ,SIMPLE ASSAULT,True,313
2021/01/01 05:00:00+00,33,33,1400 S  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,314
2021/01/01 05:00:00+00,2100,40,100 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,315
2021/01/01 05:00:00+00,45,45,0 HOPE AV     ,POSSESSION/MARIJUANA,False,316
2021/01/01 05:00:00+00,142,143,400 SHONNARD ST     ,CRIMINAL MISCHIEF,True,317
2021/01/01 05:00:00+00,130,156,300 W  WATER ST     ,SIMPLE ASSAULT,True,318
2021/01/01 05:00:00+00,230,253,2700 BURNET AV     ,OFFN AGAINST FAMILY,True,319
2021/01/01 05:00:00+00,319,319,500 S  CROUSE AV     ,SIMPLE ASSAULT,True,320
2021/01/01 05:00:00+00,320,320,800 JAMES ST     ,DRIVING UNDER INFLUENCE,False,321
2021/01/01 05:00:00+00,340,346,700 JAMES ST     ,CRIMINAL MISCHIEF,True,322
2021/01/01 05:00:00+00,422,422,300 APPLE ST     ,SIMPLE ASSAULT,True,323
2021/01/01 05:00:00+00,436,436,1300 BUTTERNUT ST     ,SIMPLE ASSAULT,True,324
2021/01/01 05:00:00+00,652,650,1100 S  GEDDES ST     ,SIMPLE ASSAULT,True,325
2021/01/01 05:00:00+00,600,717,700 N  ALVORD ST     ,SIMPLE ASSAULT,True,326
2021/01/01 05:00:00+00,1000,1011,100 LAWRENCE ST     ,SIMPLE ASSAULT,True,327
2021/01/01 05:00:00+00,1012,1012,1300 BELLEVUE AV     ,SIMPLE ASSAULT,True,328
2021/01/01 05:00:00+00,1045,1058,300 LEAVENWORTH AV     ,CRIMINAL MISCHIEF,True,329
2021/01/01 05:00:00+00,336,1119,1600 N  SALINA ST     ,SIMPLE ASSAULT,True,330
2021/01/01 05:00:00+00,1400,1403,100 ROCKLAND AV     ,SIMPLE ASSAULT,True,331
2021/01/01 05:00:00+00,1516,1516,300 CATHERINE ST     ,OFFN AGAINST FAMILY,True,332
2021/01/01 05:00:00+00,1525,1525,200 FURMAN ST     ,POSSESSION/USE DRUG,True,333
2021/01/01 05:00:00+00,1644,1730,2300 E  GENESEE ST     ,POSSESSION/MARIJUANA,False,334
2021/01/01 05:00:00+00,0,1645,500 HIGHLAND ST     ,CRIMINAL MISCHIEF,True,335
2021/01/01 05:00:00+00,1826,1826,200 FURMAN ST     ,ALL OTHER OFFENSES,False,336
2021/01/01 05:00:00+00,1901,1925,400 SHONNARD ST     ,ALL OTHER OFFENSES,False,337
2021/01/01 05:00:00+00,2240,2240,200 BURDICK AV     ,CRIMINAL MISCHIEF,True,338
2021/01/01 05:00:00+00,1500,1500,100 JANET DR     ,OFFN AGAINST FAMILY,True,339
2021/01/02 05:00:00+00,150,215,600 S  WILBUR AV     ,CRIMINAL MISCHIEF,True,340
2021/01/02 05:00:00+00,215,220,1500 SPRING ST     ,SIMPLE ASSAULT,True,341
2021/01/02 05:00:00+00,300,305,400 CARBON ST     ,SIMPLE ASSAULT,True,342
2021/01/02 05:00:00+00,215,215,600 S  WILBUR AV     ,CRIMINAL MISCHIEF,False,343
2021/01/02 05:00:00+00,317,317,200 MERRIMAN AV     ,CRIMINAL MISCHIEF,True,344
2021/01/02 05:00:00+00,830,850,1000 VALLEY DR     ,SIMPLE ASSAULT,True,345
2021/01/02 05:00:00+00,930,930,100 WILLUMAE DR     ,POSSESSION/USE DANGEROUS WEAPONS,True,346
2021/01/02 05:00:00+00,1530,1531,1400 BUTTERNUT ST     ,SIMPLE ASSAULT,True,347
2021/01/02 05:00:00+00,1654,1654,100 CLARENCE AV     ,SIMPLE ASSAULT,True,348
2021/01/02 05:00:00+00,1738,1739,700 OAK ST     ,SIMPLE ASSAULT,True,349
2021/01/02 05:00:00+00,1802,1802,1 DESTINY USA DR,SIMPLE ASSAULT,False,350
2008/08/08 04:00:00+00,1445,1445,200 ROBERTS AVE    ,FRAUD,False,351
2012/08/30 04:00:00+00,1800,1800,400 DELAWARE ST     ,POSSESSION/USE DRUG,False,352
2016/07/31 04:00:00+00,1,2359,200 N  MIDLER AV     ,FRAUD,False,353
2017/12/31 05:00:00+00,800,0,600 MINNESOTA AV     ,FRAUD,False,354
2017/12/31 05:00:00+00,1200,1200,0 PRESIDENTIAL PLZ    ,FRAUD,False,355
2018/03/19 04:00:00+00,1500,1500,100 RONEY LN     ,OFFN AGAINST FAMILY,False,356
2020/01/01 05:00:00+00,1500,1500,500 TOMPKINS ST     ,OFFN AGAINST FAMILY,True,357
2020/01/02 05:00:00+00,1750,1750,700 HAWLEY AV     ,CRIMINAL MISCHIEF,True,358
2020/01/02 05:00:00+00,2130,2130,100 MARTIN LUTHER KING      E ,SIMPLE ASSAULT,True,359
2020/01/03 05:00:00+00,155,159,400 MONTICELLO DR     ,SIMPLE ASSAULT,True,360
2020/01/03 05:00:00+00,308,304,500 CATHERINE ST     ,OFFN AGAINST FAMILY,True,361
2020/01/04 05:00:00+00,1440,1442,200 MARTIN LUTHER KING      E ,OFFN AGAINST FAMILY,True,362
2020/01/05 05:00:00+00,245,246,400 FABIUS ST     ,SIMPLE ASSAULT,True,363
2020/01/05 05:00:00+00,830,1730,600 ERIE BLVD W ,CRIMINAL MISCHIEF,True,364
2020/01/06 05:00:00+00,2200,749,3300 S  SALINA ST     ,SIMPLE ASSAULT,True,365
2020/01/06 05:00:00+00,1722,1722,200 LILAC ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,366
2020/01/07 05:00:00+00,1124,1124,200 HIXSON AV     ,SIMPLE ASSAULT,True,367
2020/01/08 05:00:00+00,1641,1641,1 DESTINY USA DR,OFFN AGAINST FAMILY,False,368
2020/01/13 05:00:00+00,1120,1121,600 HELEN ST     ,OFFN AGAINST FAMILY,True,369
2020/01/15 05:00:00+00,1410,1410,2000 E  FAYETTE ST     ,OFFN AGAINST FAMILY,False,370
2020/01/22 05:00:00+00,23,23,500 W  NEWELL ST     ,OFFN AGAINST FAMILY,True,371
2020/01/27 05:00:00+00,1450,1450,600 E  GENESEE ST     ,CRIMINAL MISCHIEF,False,372
2020/01/30 05:00:00+00,30,1530,500 W  BRIGHTON AV     ,CRIMINAL MISCHIEF,False,373
2020/02/28 05:00:00+00,2250,2250,100 W  OSTRANDER AV     ,CRIMINAL MISCHIEF,True,374
2020/03/01 05:00:00+00,1200,1200,100 HUDSON ST     ,FRAUD,True,375
2020/03/05 05:00:00+00,1330,1335,700 HARRISON ST     ,FORGERY/COUNTERFEIT,False,376
2020/06/14 04:00:00+00,1500,1500,100 MENLO DR     ,OFFN AGAINST FAMILY,False,377
2020/06/18 04:00:00+00,15,18,100 HARTSON ST     ,CRIMINAL MISCHIEF,True,378
2020/07/07 04:00:00+00,101,101,100 MOSLEY DR     ,CRIMINAL MISCHIEF,True,379
2020/08/11 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,380
2020/09/01 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,381
2020/09/03 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,382
2020/09/03 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,383
2020/09/08 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,384
2020/09/15 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,385
2020/09/15 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,386
2020/09/21 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,387
2020/09/22 04:00:00+00,0,0,1100 N  TOWNSEND ST     ,FRAUD,False,388
2020/10/01 04:00:00+00,1200,1200,1000 COL EILEEN COLLINS BLVD   ,UNAUTHORIZED USE MV,False,389
2020/10/02 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,390
2020/10/11 04:00:00+00,145,152,400 ELLIOT ST     ,CRIMINAL MISCHIEF,True,391
2020/10/20 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,392
2020/10/24 04:00:00+00,1500,1500,500 BEAR ST     ,FRAUD,False,393
2020/10/31 04:00:00+00,1200,1200,1200 S  GEDDES ST     ,FRAUD,False,394
2020/11/01 04:00:00+00,800,800,800 WADSWORTH ST     ,ALL OTHER OFFENSES,True,395
2020/11/10 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,True,396
2020/11/10 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,397
2020/11/16 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,398
2020/11/24 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,399
2020/11/25 05:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,400
2021/01/22 05:00:00+00,1345,1345,200 W  BRIGHTON AV     ,OFFN AGAINST FAMILY,True,401
2021/01/22 05:00:00+00,1532,1532,1500 ERIE BLVD E ,POSSESSION/USE DRUG,False,402
2021/01/22 05:00:00+00,1553,1630,500 BALLANTYNE RD     ,POSSESSION/MARIJUANA,False,403
2021/01/22 05:00:00+00,1620,1620,1100 JAMESVILLE AV     ,SIMPLE ASSAULT,True,404
2021/01/22 05:00:00+00,1748,1749,200 SABINE ST     ,SIMPLE ASSAULT,True,405
2021/01/22 05:00:00+00,1814,1840,100 MERRIMAN AV     ,POSSESSION/MARIJUANA,False,406
2021/01/22 05:00:00+00,1845,1846,300 MERRIMAN AV     ,SIMPLE ASSAULT,True,407
2021/01/22 05:00:00+00,2046,2046,100 N  GEDDES ST     ,POSSESSION/MARIJUANA,False,408
2021/01/22 05:00:00+00,2140,2141,100 JOHN ST     ,SIMPLE ASSAULT,True,409
2021/01/22 05:00:00+00,2147,2157,500 KIRKPATRICK ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,410
2021/01/22 05:00:00+00,2300,2300,400 LILLIAN AV     ,SIMPLE ASSAULT,True,411
2021/01/22 05:00:00+00,2120,2120,600 BALLANTYNE RD     ,CRIMINAL MISCHIEF,True,412
2021/01/22 05:00:00+00,1200,1200,100 GREENLAND DR     ,FRAUD,False,413
2021/01/23 05:00:00+00,302,302,100 MILDRED AV     ,OFFN AGAINST FAMILY,True,414
2021/01/23 05:00:00+00,300,300,100 MILDRED AV     ,CRIMINAL MISCHIEF,False,415
2021/01/23 05:00:00+00,820,815,100 CROLY ST     ,OFFN AGAINST FAMILY,True,416
2021/01/23 05:00:00+00,1005,1012,100 MILBURN DR     ,SIMPLE ASSAULT,True,417
2021/01/23 05:00:00+00,1026,1026,100 SCHNEIDER ST     ,SIMPLE ASSAULT,True,418
2021/01/23 05:00:00+00,1405,1410,100 MILBURN DR     ,SIMPLE ASSAULT,True,419
2021/01/23 05:00:00+00,1420,1426,400 ATLANTIC AV     ,SIMPLE ASSAULT,True,420
2021/01/23 05:00:00+00,100,1452,300 W  NEWELL ST     ,SIMPLE ASSAULT,True,421
2021/01/23 05:00:00+00,1656,1657,700 E  LAUREL ST     ,SIMPLE ASSAULT,True,422
2021/01/23 05:00:00+00,1758,1758,100 MERRIMAN AV     ,POSSESSION/MARIJUANA,False,423
2021/01/23 05:00:00+00,1920,1920,4100 S  SALINA ST     ,SIMPLE ASSAULT,True,424
2021/01/23 05:00:00+00,1929,1929,2000 E  FAYETTE ST     ,POSSESSION/MARIJUANA,False,425
2021/01/23 05:00:00+00,1949,1949,400 ELLIS ST     ,SIMPLE ASSAULT,True,426
2021/01/23 05:00:00+00,1958,1958,300 WARNER AV     ,SIMPLE ASSAULT,True,427
2021/01/23 05:00:00+00,2000,1700,300 W  BEARD ST     ,SIMPLE ASSAULT,False,428
2021/01/23 05:00:00+00,2225,2242,300 LANDON AV     ,POSSESSION/MARIJUANA,False,429
2021/01/23 05:00:00+00,29,2231,800 WADSWORTH ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,430
2021/01/23 05:00:00+00,2250,2308,1000 SPRING ST     ,SIMPLE ASSAULT,True,431
2021/01/24 05:00:00+00,4,4,2900 ERIE BLVD E ,DRIVING UNDER INFLUENCE,False,432
2021/01/24 05:00:00+00,136,135,1500 N  STATE ST     ,SIMPLE ASSAULT,True,433
2021/01/24 05:00:00+00,150,156,1600 LODI ST     ,SIMPLE ASSAULT,True,434
2021/01/24 05:00:00+00,238,238,100 MAPLEHURST AV     ,SIMPLE ASSAULT,True,435
2021/01/24 05:00:00+00,440,440,700 JAMES ST     ,CRIMINAL MISCHIEF,True,436
2021/01/24 05:00:00+00,501,501,1600 E  GENESEE ST     ,OFFN AGAINST FAMILY,True,437
2021/01/24 05:00:00+00,500,501,1600 E  GENESEE ST     ,OFFN AGAINST FAMILY,False,438
2021/01/24 05:00:00+00,1000,1000,100 FOREST AV     ,SIMPLE ASSAULT,True,439
2021/01/24 05:00:00+00,1450,1450,400 E  DIVISION ST     ,SIMPLE ASSAULT,True,440
2021/01/24 05:00:00+00,1632,1632,100 SOUTH AV     ,CRIMINAL MISCHIEF,True,441
2021/01/24 05:00:00+00,1725,1725,1 DESTINY USA DR,SIMPLE ASSAULT,True,442
2021/01/24 05:00:00+00,1834,1834,700 HIXSON AV     ,CRIMINAL MISCHIEF,True,443
2021/01/24 05:00:00+00,2030,2043,0 N  MIDLER AVE AT 690E        ,SIMPLE ASSAULT,True,444
2021/01/24 05:00:00+00,2047,2047,100 NOTTINGHAM RD     ,ALL OTHER OFFENSES,True,445
2021/01/25 05:00:00+00,2305,2309,100 WOOD        ,CRIMINAL MISCHIEF,True,446
2021/01/25 05:00:00+00,20,20,300 SHONNARD ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,447
2021/01/25 05:00:00+00,201,201,100 BLAINE ST     ,POSSESSION/USE DRUG,False,448
2021/01/25 05:00:00+00,241,241,1500 N  STATE ST     ,POSSESSION/MARIJUANA,False,449
2021/01/25 05:00:00+00,1600,430,200 BURDICK AV     ,CRIMINAL MISCHIEF,True,450
2021/02/02 05:00:00+00,1521,1542,1100 KIRKPATRICK ST     ,SIMPLE ASSAULT,True,451
2021/02/02 05:00:00+00,1622,1622,1 DESTINY USA DR,POSSESSION/USE DANGEROUS WEAPONS,True,452
2021/02/02 05:00:00+00,1808,1749,1600 PARK ST     ,OFFN AGAINST FAMILY,True,453
2021/02/02 05:00:00+00,2121,2121,1000 S  CLINTON ST     ,ALL OTHER OFFENSES,True,454
2021/02/02 05:00:00+00,1850,1850,0 CARBON AND JOHN ST     ,KIDNAPPING,False,455
2021/02/02 05:00:00+00,0,0,1000 JAMES ST     ,SIMPLE ASSAULT,False,456
2021/02/02 05:00:00+00,0,1300,100 RONEY RD     ,FRAUD,False,457
2021/02/02 05:00:00+00,0,2359,400 BRATTLE RD     ,FRAUD,False,458
2021/02/03 05:00:00+00,2309,1,700 W  COLVIN ST     ,SIMPLE ASSAULT,True,459
2021/02/03 05:00:00+00,300,318,1700 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,460
2021/02/03 05:00:00+00,443,443,1300 S  GEDDES ST     ,SIMPLE ASSAULT,True,461
2021/02/03 05:00:00+00,820,822,600 POND ST     ,CRIMINAL MISCHIEF,True,462
2021/02/03 05:00:00+00,945,953,400 W  ONONDAGA AV     ,SIMPLE ASSAULT,True,463
2021/02/03 05:00:00+00,1044,1044,200 GRAND AV     ,POSSESSION/MARIJUANA,False,464
2021/02/03 05:00:00+00,1055,1055,200 LAMSON ST     ,SIMPLE ASSAULT,True,465
2021/02/03 05:00:00+00,1145,1145,600 ATLANTIC AV     ,SIMPLE ASSAULT,True,466
2021/02/03 05:00:00+00,1145,1153,700 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,467
2021/02/03 05:00:00+00,1200,1200,100 SABINE ST     ,CRIMINAL MISCHIEF,True,468
2021/02/03 05:00:00+00,1515,1515,200 MARGUERITE AV     ,SIMPLE ASSAULT,True,469
2021/02/03 05:00:00+00,1604,1604,3100 E  GENESEE ST     ,ALL OTHER OFFENSES,True,470
2021/02/03 05:00:00+00,1630,1630,1000 HIAWATHA BLVD E ,ALL OTHER OFFENSES,True,471
2021/02/04 05:00:00+00,2241,45,1900 MIDLAND AV     ,CRIMINAL MISCHIEF,True,472
2021/02/04 05:00:00+00,745,747,200 HARTSON ST     ,SIMPLE ASSAULT,True,473
2021/02/04 05:00:00+00,0,755,100 SMITH LN     ,SIMPLE ASSAULT,True,474
2021/02/04 05:00:00+00,2333,849,1600 PARK ST     ,SIMPLE ASSAULT,True,475
2021/02/04 05:00:00+00,942,942,200 MAGNOLIA ST     ,SIMPLE ASSAULT,False,476
2021/02/04 05:00:00+00,930,930,1300 S  GEDDES ST     ,CRIMINAL MISCHIEF,True,477
2021/02/04 05:00:00+00,1404,1404,200 HERALD PL     ,POSSESSION/MARIJUANA,True,478
2021/02/04 05:00:00+00,1407,1407,300 POND ST     ,SIMPLE ASSAULT,True,479
2021/02/04 05:00:00+00,1428,1428,300 FITCH ST     ,SIMPLE ASSAULT,True,480
2021/02/04 05:00:00+00,1505,1516,2000 E  GENESEE ST     ,SIMPLE ASSAULT,True,481
2021/02/04 05:00:00+00,1400,1523,900 POND ST     ,SIMPLE ASSAULT,True,482
2021/02/04 05:00:00+00,1638,1638,200 FELLOWS        ,POSSESSION/MARIJUANA,False,483
2021/02/04 05:00:00+00,1711,1711,500 S  STATE ST     ,ALL OTHER OFFENSES,False,484
2021/02/04 05:00:00+00,1726,1750,2600 E  FAYETTE ST     ,POSSESSION/MARIJUANA,False,485
2021/02/04 05:00:00+00,1738,1742,800 E  BRIGHTON AV     ,OFFN AGAINST FAMILY,True,486
2021/02/04 05:00:00+00,1812,1812,200 BARRETT ST     ,POSSESSION/MARIJUANA,False,487
2021/02/04 05:00:00+00,1826,1845,800 S  WILBUR AV     ,POSSESSION/MARIJUANA,False,488
2021/02/04 05:00:00+00,1852,1905,500 ONONDAGA AV     ,POSSESSION/MARIJUANA,False,489
2021/02/04 05:00:00+00,1900,1915,200 RICH ST     ,ALL OTHER OFFENSES,False,490
2021/02/04 05:00:00+00,1909,1930,500 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,491
2021/02/04 05:00:00+00,1935,1935,200 W  BORDEN AV     ,POSSESSION/MARIJUANA,False,492
2021/02/04 05:00:00+00,2015,2035,500 WOLF ST     ,SIMPLE ASSAULT,True,493
2021/02/04 05:00:00+00,2130,2130,1800 E  FAYETTE ST     ,CRIMINAL MISCHIEF,True,494
2021/02/04 05:00:00+00,2139,2139,900 HIGHLAND ST     ,POSSESSION/MARIJUANA,False,495
2021/02/04 05:00:00+00,2202,2202,200 N  GEDDES ST     ,POSSESSION/MARIJUANA,False,496
2021/02/04 05:00:00+00,2306,2306,400 CHURCHILL AVE    ,POSSESSION/MARIJUANA,False,497
2021/02/04 05:00:00+00,2230,2230,100 ONONDAGA AV     ,CRIMINAL MISCHIEF,True,498
2021/02/05 05:00:00+00,127,150,100 MCCLURE AV     ,POSSESSION/MARIJUANA,False,499
2021/02/05 05:00:00+00,241,241,500 S  STATE ST     ,ALL OTHER OFFENSES,False,500
2021/01/25 05:00:00+00,915,915,100 PARKWAY DR     ,SIMPLE ASSAULT,True,501
2021/01/25 05:00:00+00,1109,1100,400 S  MIDLER AV     ,OFFN AGAINST FAMILY,True,502
2021/01/25 05:00:00+00,1128,1128,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,503
2021/01/25 05:00:00+00,1258,1258,200 MARGUERITE AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,504
2021/01/25 05:00:00+00,1454,1454,1100 W  COLVIN ST     ,SIMPLE ASSAULT,True,505
2021/01/25 05:00:00+00,1500,1518,100 DICKERSON ST     ,SIMPLE ASSAULT,True,506
2021/01/25 05:00:00+00,1723,1723,400 JACKSON ST     ,POSSESSION/MARIJUANA,True,507
2021/01/25 05:00:00+00,1724,1724,600 E  WILLOW ST     ,SIMPLE ASSAULT,True,508
2021/01/25 05:00:00+00,1520,1545,900 WADSWORTH ST     ,CRIMINAL MISCHIEF,True,509
2021/01/25 05:00:00+00,1815,1815,100 WEISER CT     ,SIMPLE ASSAULT,True,510
2021/01/25 05:00:00+00,1821,1900,200 COOLIDGE AV     ,ALL OTHER OFFENSES,False,511
2021/01/25 05:00:00+00,2021,2021,600 W  ONONDAGA ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,512
2021/01/25 05:00:00+00,2038,2038,1700 N  SALINA ST     ,SALE/MANUFACTURE MARIJUANA,False,513
2021/01/25 05:00:00+00,2257,2257,100 WOOD AV     ,SIMPLE ASSAULT,True,514
2021/01/25 05:00:00+00,1000,1000,700 STINARD AV     ,FRAUD,False,515
2021/01/26 05:00:00+00,1,1,600 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,516
2021/01/26 05:00:00+00,200,200,400 E  TAYLOR ST     ,DRIVING UNDER INFLUENCE,False,517
2021/01/26 05:00:00+00,510,517,300 HAWLEY AV     ,OFFN AGAINST FAMILY,True,518
2021/01/26 05:00:00+00,853,853,500 S  STATE ST     ,SIMPLE ASSAULT,False,519
2021/01/26 05:00:00+00,925,925,200 W  CALTHROP AV     ,CRIMINAL MISCHIEF,True,520
2021/01/26 05:00:00+00,1000,1200,200 LYDELL ST     ,POSSESSION/USE DRUG,False,521
2021/01/26 05:00:00+00,1100,1112,1200 BUTTERNUT ST     ,SIMPLE ASSAULT,True,522
2021/01/26 05:00:00+00,1211,1211,800 MALDEN RD     ,ALL OTHER OFFENSES,True,523
2021/01/26 05:00:00+00,1816,1836,200 DAVIS ST     ,ALL OTHER OFFENSES,False,524
2021/01/26 05:00:00+00,1816,1816,200 CHAVEZ TER    ,SIMPLE ASSAULT,True,525
2021/01/26 05:00:00+00,800,1900,400 FABIUS ST     ,CRIMINAL MISCHIEF,True,526
2021/01/26 05:00:00+00,1909,1909,700 N  TOWNSEND ST     ,OFFN AGAINST FAMILY,True,527
2021/01/26 05:00:00+00,2037,2037,900 JAMES ST     ,CRIMINAL MISCHIEF,True,528
2021/01/26 05:00:00+00,2108,2108,100 DICKERSON ST     ,SIMPLE ASSAULT,False,529
2021/01/26 05:00:00+00,2200,1926,400 WOODRUFF AV     ,CRIMINAL MISCHIEF,True,530
2021/01/26 05:00:00+00,1500,1500,100 DICKERSON ST     ,OFFN AGAINST FAMILY,True,531
2021/01/26 05:00:00+00,900,900,1400 COMSTOCK AV     ,FRAUD,False,532
2021/01/26 05:00:00+00,330,1134,100 E  BISSELL ST     ,CRIMINAL MISCHIEF,False,533
2021/01/26 05:00:00+00,1400,1144,600 ALLEN ST     ,CRIMINAL MISCHIEF,False,534
