DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,ObjectID
2019/01/15 00:00:00+00,0750,0755,100 DELONG AV     ,SIMPLE ASSAULT,0,263
2019/01/15 00:00:00+00,0230,0600,300 HELEN ST     ,CRIMINAL MISCHIEF,1,264
2019/01/15 00:00:00+00,1054,1043,500 S  CLINTON ST     ,CRIMINAL MISCHIEF,0,265
2019/01/15 00:00:00+00,1225,1432,900 HIAWATHA BLVD E ,SIMPLE ASSAULT,0,266
2019/01/15 00:00:00+00,1330,1400,600 ROBINSON ST     ,POSSESSION/MARIJUANA,0,267
2019/01/15 00:00:00+00,1652,1412,500 ARTHUR ST     ,CRIMINAL MISCHIEF,0,268
2019/01/15 00:00:00+00,1342,1342,600 SEYMOUR ST     ,POSSESSION/MARIJUANA,0,269
2019/01/15 00:00:00+00,1608,1610,1000 PARK ST     ,SIMPLE ASSAULT,0,270
2019/01/15 00:00:00+00,1615,1617,300 LEXINGTON AV     ,SIMPLE ASSAULT,0,271
2019/01/15 00:00:00+00,1547,1547,100 PARK ST     ,POSSESSION/MARIJUANA,0,272
2019/01/15 00:00:00+00,1902,1902,500 HUDSON ST     ,SIMPLE ASSAULT,0,273
2019/01/15 00:00:00+00,2351,2351,200 PARK ST     ,POSSESSION/MARIJUANA,0,274
2019/01/15 00:00:00+00,1955,1955,100 MELBOURNE AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,275
2019/01/15 00:00:00+00,1740,2054,800 PARK ST     ,POSSESSION/MARIJUANA,0,276
2019/01/15 00:00:00+00,2135,2145,900 COL EILEEN COLLINS BLVD   ,OFFN AGAINST FAMILY,0,277
2019/01/15 00:00:00+00,2215,2215,600 E  SENECA TPKE   ,OFFN AGAINST FAMILY,0,278
2019/01/15 00:00:00+00,2335,2330,200 MARIPOSA ST     ,CRIMINAL MISCHIEF,0,279
2019/01/15 00:00:00+00,1551,1551,1300 N  SALINA ST     ,POSSESSION/MARIJUANA,0,280
2019/01/15 00:00:00+00,0900,0900,1000 W  GENESEE ST     ,FORGERY/COUNTERFEIT,0,281
2019/01/16 00:00:00+00,0135,0135,100 GRIFFITHS ST     ,OFFN AGAINST FAMILY,0,282
2019/01/16 00:00:00+00,0930,0930,500 E  GENESEE ST     ,DISORDERLY CONDUCT,0,283
2019/01/16 00:00:00+00,1000,1011,200 WARNER AV     ,SIMPLE ASSAULT,0,284
2019/01/16 00:00:00+00,1147,1146,400 BOYDEN ST     ,CRIMINAL MISCHIEF,0,285
2019/01/16 00:00:00+00,1335,1335,600 ROBINSON ST     ,DISORDERLY CONDUCT,0,286
2019/01/16 00:00:00+00,0648,0648,200 CONGRESS AV     ,POSSESSION/USE DRUG,0,287
2019/01/16 00:00:00+00,1429,1429,100 LODI ST     ,POSSESSION/MARIJUANA,0,288
2019/01/16 00:00:00+00,1600,1640,700 ASH ST     ,SIMPLE ASSAULT,0,289
2019/01/16 00:00:00+00,1729,1729,1100 GRANT BLVD   ,SIMPLE ASSAULT,0,290
2019/01/16 00:00:00+00,1755,1820,2300 MIDLAND AV     ,POSSESSION/MARIJUANA,0,291
2019/01/16 00:00:00+00,1840,1859,1300 BUTTERNUT ST     ,SIMPLE ASSAULT,0,292
2019/01/16 00:00:00+00,1855,1900,1300 PARK ST     ,SIMPLE ASSAULT,0,293
2019/01/16 00:00:00+00,1433,1433,600 E  COLVIN ST     ,POSSESSION/MARIJUANA,0,294
2019/01/16 00:00:00+00,1120,1120,100 CATHERINE ST     ,SIMPLE ASSAULT,0,295
2019/01/16 00:00:00+00,2112,2112,800 E  GENESEE ST     ,POSSESSION/MARIJUANA,0,296
2019/01/16 00:00:00+00,1435,1435,700 OSWEGO ST     ,POSSESSION/MARIJUANA,0,297
2019/01/16 00:00:00+00,2244,2244,1800 COURT ST     ,POSSESSION/MARIJUANA,0,298
2019/01/17 00:00:00+00,0015,0028,100 FERNWOOD AV     ,OFFN AGAINST FAMILY,0,299
2019/01/17 00:00:00+00,0034,0034,300 CROSSETT ST     ,POSSESSION/MARIJUANA,0,300
2019/01/17 00:00:00+00,0155,0155,900 S  GEDDES ST     ,ALL OTHER OFFENSES,0,301
2019/01/17 00:00:00+00,0218,0218,100 MCCORMICK AV     ,CRIMINAL MISCHIEF,0,302
2019/01/17 00:00:00+00,0415,0419,500 S  CLINTON ST     ,SIMPLE ASSAULT,0,303
2019/01/17 00:00:00+00,1513,1513,100 W  CORNING AV     ,SIMPLE ASSAULT,0,304
2019/01/17 00:00:00+00,1407,1407,800 LODI ST     ,POSSESSION/MARIJUANA,0,305
2019/01/17 00:00:00+00,1600,1600,2100 S  SALINA ST     ,ALL OTHER OFFENSES,0,306
2019/01/17 00:00:00+00,1620,1630,300 W  NEWELL ST     ,SIMPLE ASSAULT,0,307
2019/01/17 00:00:00+00,1655,1655,100 SIMON DR     ,SIMPLE ASSAULT,0,308
2019/01/17 00:00:00+00,1834,1834,700 JAMES ST     ,SIMPLE ASSAULT,0,309
2019/01/17 00:00:00+00,1800,2000,200 CLYDE AV     ,SIMPLE ASSAULT,0,310
2019/01/17 00:00:00+00,1939,1939,400 SALT SPRINGS RD     ,POSSESSION/USE DANGEROUS WEAPONS,0,311
2019/01/17 00:00:00+00,1955,2003,900 WADSWORTH ST     ,SIMPLE ASSAULT,0,312
2019/01/17 00:00:00+00,2020,2020,400 JAMES ST     ,OFFN AGAINST FAMILY,0,313
2019/01/17 00:00:00+00,2030,2201,100 MURRAY AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,314
2019/01/17 00:00:00+00,2057,2057,400 S  SALINA ST     ,CRIMINAL MISCHIEF,0,315
2019/01/17 00:00:00+00,1431,1431,1100 N  STATE ST     ,POSSESSION/MARIJUANA,0,316
2019/01/17 00:00:00+00,2345,2356,400 JOHN ST     ,SIMPLE ASSAULT,0,317
2019/01/17 00:00:00+00,0033,2330,1100 MADISON ST     ,CRIMINAL MISCHIEF,0,318
2019/01/17 00:00:00+00,0930,2000,1000 WOLF ST     ,SIMPLE ASSAULT,0,319
2019/01/18 00:00:00+00,0330,0330,100 CHATHAM PL     ,OFFN AGAINST FAMILY,0,320
2019/01/18 00:00:00+00,0600,0603,200 W  PLEASANT AV     ,SIMPLE ASSAULT,0,321
2019/01/18 00:00:00+00,0631,0631,100 HENDERSON ST     ,ALL OTHER OFFENSES,0,322
2019/01/18 00:00:00+00,0710,0710,900 BELLEVUE AV     ,CRIMINAL MISCHIEF,1,323
2019/01/18 00:00:00+00,1630,0800,2700 JAMES ST     ,CRIMINAL MISCHIEF,1,324
2019/01/18 00:00:00+00,1027,1027,200 LONGMEADOW DR     ,OFFN AGAINST FAMILY,0,325
2019/01/18 00:00:00+00,1130,1140,2000 E  GENESEE ST     ,SIMPLE ASSAULT,0,326
2019/01/18 00:00:00+00,1255,1255,400 S  WARREN ST     ,SIMPLE ASSAULT,0,327
2019/01/18 00:00:00+00,1300,1300,400 MONTICELLO DR   N ,SIMPLE ASSAULT,0,328
2019/01/18 00:00:00+00,2000,1653,300 GIFFORD ST     ,OFFN AGAINST FAMILY,0,329
2019/01/18 00:00:00+00,1147,1440,1300 S  STATE ST     ,OFFN AGAINST FAMILY,0,330
2019/01/18 00:00:00+00,1445,1458,300 APPLE ST     ,SIMPLE ASSAULT,0,331
2019/01/18 00:00:00+00,1554,1554,500 S  SALINA ST     ,DISORDERLY CONDUCT,0,332
2019/01/18 00:00:00+00,1550,1556,300 W  KENNEDY ST     ,SIMPLE ASSAULT,0,333
2019/01/18 00:00:00+00,1640,1640,500 S  SALINA ST     ,OFFN AGAINST FAMILY,0,334
2019/01/18 00:00:00+00,1817,1817,1000 S  CLINTON ST     ,ALL OTHER OFFENSES,0,335
2019/01/18 00:00:00+00,1442,1442,600 S  GEDDES ST     ,POSSESSION/MARIJUANA,0,336
2019/01/18 00:00:00+00,1845,1900,100 MAPLE TER    ,CRIMINAL MISCHIEF,1,337
2019/01/18 00:00:00+00,2159,2159,1200 MIDLAND AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,338
2019/01/18 00:00:00+00,1800,2200,100 MATHER ST     ,CRIMINAL MISCHIEF,1,339
2019/01/18 00:00:00+00,2300,2300,100 BALLANTYNE RD     ,SIMPLE ASSAULT,0,340
2019/01/19 00:00:00+00,0015,0020,100 LAFAYETTE RD     ,SIMPLE ASSAULT,0,341
2019/01/19 00:00:00+00,0134,0300,100 W  FAYETTE ST     ,CRIMINAL MISCHIEF,0,342
2019/01/19 00:00:00+00,1309,1309,400 EUCLID AV     ,ALL OTHER OFFENSES,0,343
2019/01/19 00:00:00+00,1452,1452,400 SOLAR ST     ,POSSESSION/MARIJUANA,0,344
2019/01/19 00:00:00+00,0945,1115,200 CATAWBA ST     ,OFFN AGAINST FAMILY,0,345
2019/01/19 00:00:00+00,1150,1150,100 LAKEVIEW AV     ,SIMPLE ASSAULT,0,346
2019/01/19 00:00:00+00,1416,1417,1000 PARK ST     ,OFFN AGAINST FAMILY,0,347
2019/01/19 00:00:00+00,1415,1430,1500 E  GENESSE ST     ,SIMPLE ASSAULT,0,348
2019/01/19 00:00:00+00,1854,1854,300 COURT ST     ,SIMPLE ASSAULT,0,349
2019/01/19 00:00:00+00,2330,2331,800 W  COLVIN ST     ,OFFN AGAINST FAMILY,0,350
2019/01/19 00:00:00+00,2320,2320,100 MARTIN LUTHER KING      W ,FORGERY/COUNTERFEIT,0,351
2019/01/19 00:00:00+00,2205,2205,2900 ERIE BLVD E ,SIMPLE ASSAULT,0,352
2019/01/19 00:00:00+00,1325,1330,900 IRVING AV     ,OFFN AGAINST FAMILY,0,353
2019/01/19 00:00:00+00,0000,0000,2300 E  GENESEE ST     ,FRAUD,0,354
2019/01/20 00:00:00+00,1200,1300,1000 W  BELDEN AV     ,CRIMINAL MISCHIEF,1,355
2019/01/20 00:00:00+00,1318,1318,400 HIXSON AV     ,SIMPLE ASSAULT,0,356
2019/01/20 00:00:00+00,1330,1347,700 WESTMORELAND AV     ,OFFN AGAINST FAMILY,0,357
2019/01/20 00:00:00+00,1536,1536,2100 COURT ST     ,SIMPLE ASSAULT,0,358
2019/01/20 00:00:00+00,1551,1551,2800 MIDLAND AV     ,SIMPLE ASSAULT,0,359
2019/01/20 00:00:00+00,1830,1700,100 HATCH ST     ,CRIMINAL MISCHIEF,1,360
2019/01/20 00:00:00+00,1830,1834,100 SHERIDAN PL     ,SIMPLE ASSAULT,0,361
2019/01/20 00:00:00+00,1841,1841,100 CROLY ST     ,SIMPLE ASSAULT,0,362
2019/01/20 00:00:00+00,2325,2325,100 WEBSTER AV     ,POSSESSION/MARIJUANA,0,363
2019/01/20 00:00:00+00,1700,1900,300 W  NEWELL ST     ,SIMPLE ASSAULT,0,364
2019/01/21 00:00:00+00,0026,0026,600 E  ADAMS ST     ,POSSESSION/MARIJUANA,0,365
2019/01/21 00:00:00+00,0509,0509,700 JAMES ST     ,CRIMINAL MISCHIEF,0,366
2019/01/21 00:00:00+00,2340,0627,1000 WILLIS AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,367
2019/01/21 00:00:00+00,0930,0930,800 E  DIVISION ST     ,SIMPLE ASSAULT,0,368
2019/01/21 00:00:00+00,1230,1230,200 SENECA ST     ,SIMPLE ASSAULT,0,369
2019/01/21 00:00:00+00,1300,1302,1100 W  ONONDAGA ST     ,SIMPLE ASSAULT,0,370
2019/01/21 00:00:00+00,1315,1320,2000 E  GENESEE ST     ,SIMPLE ASSAULT,0,371
2019/01/21 00:00:00+00,1615,1616,700 SOUTH AV     ,SIMPLE ASSAULT,0,372
2019/01/21 00:00:00+00,1619,1650,400 W  NEWELL ST     ,ALL OTHER OFFENSES,0,373
2019/01/21 00:00:00+00,1645,1645,300 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,0,374
2019/01/21 00:00:00+00,1736,1750,500 RICHMOND AV     ,POSSESSION/MARIJUANA,0,375
2019/01/21 00:00:00+00,1751,1753,300 RENWICK AV     ,SIMPLE ASSAULT,0,376
2019/01/21 00:00:00+00,1837,1837,400 OSWEGO ST     ,POSSESSION/USE DRUG,0,377
2019/01/21 00:00:00+00,1900,1915,1200 ALMOND ST     ,ALL OTHER OFFENSES,0,378
2019/01/21 00:00:00+00,1915,1913,100 COLBY AV     ,SIMPLE ASSAULT,0,379
2019/01/21 00:00:00+00,1344,1344,500 OAKWOOD AV     ,POSSESSION/MARIJUANA,0,380
2019/01/21 00:00:00+00,2144,2144,4700 ONONDAGA BLVD   ,OFFN AGAINST FAMILY,0,381
2019/01/21 00:00:00+00,2252,2252,800 PARK AV     ,POSSESSION/MARIJUANA,0,382
2019/01/21 00:00:00+00,2325,2329,700 PARK AV     ,POSSESSION/MARIJUANA,0,383
2019/01/21 00:00:00+00,0820,0820,1000 JAMES ST     ,SIMPLE ASSAULT,1,384
2019/01/21 00:00:00+00,1500,1500,100 GRIFFIN ST     ,OFFN AGAINST FAMILY,0,385
2019/01/21 00:00:00+00,1535,1535,100 E  KENNEDY ST     ,CRIMINAL MISCHIEF,0,386
2019/01/22 00:00:00+00,0200,0200,200 HUBBELL AV     ,CRIMINAL MISCHIEF,1,387
2019/01/22 00:00:00+00,2200,0500,100 SCHILLER AV     ,CRIMINAL MISCHIEF,1,388
2019/01/22 00:00:00+00,1140,1150,500 OSWEGO ST     ,SIMPLE ASSAULT,0,389
2019/01/22 00:00:00+00,1400,1400,100 FARM ACRE RD     ,ALL OTHER OFFENSES,0,390
2019/01/22 00:00:00+00,1540,1540,300 S  WARREN ST     ,ALL OTHER OFFENSES,0,391
2019/01/22 00:00:00+00,1610,1610,200 SEELEY RD     ,SIMPLE ASSAULT,0,392
2019/01/22 00:00:00+00,1649,1649,100 LAKEVIEW AV     ,SIMPLE ASSAULT,0,393
2019/01/22 00:00:00+00,1650,1650,300 POND ST     ,OFFN AGAINST FAMILY,0,394
2019/01/22 00:00:00+00,1652,1652,400 UNION PL     ,CRIMINAL MISCHIEF,0,395
2019/01/22 00:00:00+00,1701,1701,2900 S  SALINA ST     ,POSSESSION/MARIJUANA,0,396
2019/01/22 00:00:00+00,2100,1100,500 BUTTERNUT ST     ,CRIMINAL MISCHIEF,1,397
2019/01/22 00:00:00+00,1714,1800,200 GRUMBACH AV     ,OFFN AGAINST FAMILY,0,398
2019/01/22 00:00:00+00,1800,1829,1000 SUNNYCREST RD     ,SIMPLE ASSAULT,0,399
2019/01/22 00:00:00+00,1736,1736,600 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,0,400
2019/01/22 00:00:00+00,2058,2133,2800 MIDLAND AV     ,POSSESSION/MARIJUANA,0,401
2019/01/22 00:00:00+00,2134,2134,700 WINTON ST     ,POSSESSION/MARIJUANA,0,402
2019/01/22 00:00:00+00,2215,2220,800 PARK ST     ,POSSESSION/MARIJUANA,0,403
2019/01/22 00:00:00+00,2220,2225,900 MIDLAND AV     ,SIMPLE ASSAULT,0,404
2019/01/22 00:00:00+00,2252,2252,300 S  ALVORD ST     ,POSSESSION/MARIJUANA,0,405
2019/01/22 00:00:00+00,1049,1049,600 LODI ST     ,SIMPLE ASSAULT,0,406
2019/01/22 00:00:00+00,0802,2020,300 BUTTERNUT ST     ,POSSESSION/MARIJUANA,0,407
2019/01/22 00:00:00+00,0000,1700,100 PLUM ST     ,CRIMINAL MISCHIEF,1,408
2019/01/22 00:00:00+00,0900,1040,1000 POND ST     ,CRIMINAL MISCHIEF,0,409
2019/01/23 00:00:00+00,2000,0114,100 RIGI AV     ,SIMPLE ASSAULT,0,410
2019/01/23 00:00:00+00,0245,0245,300 CROSSETT ST     ,ALL OTHER OFFENSES,0,411
2019/01/23 00:00:00+00,0736,0736,400 SMITH ST     ,SIMPLE ASSAULT,0,412
2019/01/23 00:00:00+00,1700,0900,100 SEWARD ST     ,CRIMINAL MISCHIEF,1,413
2019/01/23 00:00:00+00,0915,0910,0 OAKDALE CT     ,CRIMINAL MISCHIEF,0,414
2019/01/23 00:00:00+00,0945,0945,1400 BUTTERNUT ST     ,CRIMINAL MISCHIEF,1,415
2019/01/23 00:00:00+00,1300,1145,1000 PARK AV     ,CRIMINAL MISCHIEF,1,416
2019/01/23 00:00:00+00,1221,1221,300 HIAWATHA BLVD W ,POSSESSION/MARIJUANA,0,417
2019/01/23 00:00:00+00,1401,1801,1700 N  SALINA ST     ,SIMPLE ASSAULT,0,418
2019/01/23 00:00:00+00,1522,1500,200 DAVIS ST     ,CRIMINAL MISCHIEF,0,419
2019/01/23 00:00:00+00,1356,1356,1700 E  FAYETTE ST     ,POSSESSION/MARIJUANA,0,420
2019/01/23 00:00:00+00,1717,1717,200 WARNER AV     ,POSSESSION/USE DRUG,0,421
2019/01/23 00:00:00+00,1715,1715,400 JAMES ST     ,POSSESSION/USE DRUG,0,422
2019/01/23 00:00:00+00,1358,1358,400 MIDLAND AV     ,POSSESSION/MARIJUANA,0,423
2019/01/23 00:00:00+00,1745,1745,100 OAKWOOD AV     ,POSSESSION/MARIJUANA,0,424
2019/01/23 00:00:00+00,2002,2002,100 JOHN ST     ,SIMPLE ASSAULT,0,425
2019/01/23 00:00:00+00,2000,2008,200 W  NEWELL ST     ,SIMPLE ASSAULT,0,426
2019/01/23 00:00:00+00,1402,1402,900 JAMES ST     ,POSSESSION/MARIJUANA,0,427
2019/01/23 00:00:00+00,2143,2143,200 W  PLEASANT AV     ,SIMPLE ASSAULT,0,428
2019/01/23 00:00:00+00,2149,2149,1300 PARK ST     ,SIMPLE ASSAULT,0,429
2019/01/23 00:00:00+00,1419,1419,100 HANCOCK DR     ,POSSESSION/MARIJUANA,0,430
2019/01/23 00:00:00+00,2343,2343,600 E  COLVIN ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,431
2019/01/23 00:00:00+00,1500,1500,100 DICKERSON ST     ,OFFN AGAINST FAMILY,0,432
2019/01/23 00:00:00+00,0100,0500,100 SEWARD ST     ,CRIMINAL MISCHIEF,0,433
2019/01/24 00:00:00+00,0113,0210,300 E  KENNEDY ST     ,ALL OTHER OFFENSES,0,434
2019/01/24 00:00:00+00,0126,0126,200 MCKINLEY AV     ,POSSESSION/MARIJUANA,0,435
2019/01/24 00:00:00+00,1424,1424,900 S  MCBRIDE ST     ,POSSESSION/MARIJUANA,0,436
2019/01/24 00:00:00+00,2300,0534,300 PARK AV     ,SIMPLE ASSAULT,0,437
2019/01/24 00:00:00+00,0930,0930,3400 BURNET AV     ,SIMPLE ASSAULT,0,438
2019/01/24 00:00:00+00,0846,0846,400 FITCH ST     ,POSSESSION/MARIJUANA,0,439
2019/01/24 00:00:00+00,0700,0700,100 HERRIMAN ST     ,POSSESSION/MARIJUANA,0,440
2019/01/24 00:00:00+00,1015,1015,1900 SOUTH AV     ,POSSESSION/USE DANGEROUS WEAPONS,1,441
2019/01/24 00:00:00+00,1200,1200,1000 S  MCBRIDE ST     ,FRAUD,0,442
2019/01/24 00:00:00+00,1340,1340,2800 S  SALINA ST     ,SIMPLE ASSAULT,0,443
2019/01/24 00:00:00+00,1615,1617,400 JAMES ST     ,SIMPLE ASSAULT,0,444
2019/01/24 00:00:00+00,1644,1644,500 S  STATE ST     ,ALL OTHER OFFENSES,0,445
2019/01/24 00:00:00+00,1710,1714,300 MILDRED AV     ,CRIMINAL MISCHIEF,0,446
2019/01/24 00:00:00+00,1438,1438,1000 N  GEDDES ST     ,POSSESSION/MARIJUANA,0,447
2019/01/24 00:00:00+00,1922,1922,200 BRADLEY ST     ,POSSESSION/MARIJUANA,0,448
2019/01/24 00:00:00+00,1932,1932,200 CHEMUNG ST     ,SIMPLE ASSAULT,0,449
2019/01/24 00:00:00+00,1800,1930,900 JAMES ST     ,STOLEN PROPERTY,0,450
2019/01/24 00:00:00+00,2005,2005,100 LINCOLN AV     ,CRIMINAL MISCHIEF,0,451
2019/01/24 00:00:00+00,2101,2101,1300 BUTTERNUT ST     ,SIMPLE ASSAULT,0,452
2019/01/24 00:00:00+00,2115,2122,900 OAK ST     ,SIMPLE ASSAULT,0,453
2019/01/24 00:00:00+00,1635,1635,100 ONONDAGA AV     ,POSSESSION/MARIJUANA,0,454
2019/01/24 00:00:00+00,2300,2324,900 OAK ST     ,CRIMINAL MISCHIEF,0,455
2019/01/24 00:00:00+00,1442,1442,100 FERNWOOD AV     ,POSSESSION/MARIJUANA,0,456
2019/01/24 00:00:00+00,2350,2350,200 N  STATE ST     ,POSSESSION/MARIJUANA,0,457
2019/01/24 00:00:00+00,0052,0052,4600 MAKES RD     ,SIMPLE ASSAULT,0,458
2019/01/24 00:00:00+00,1115,1115,700 WARREN ST     ,FRAUD,0,459
2019/01/24 00:00:00+00,2000,2005,900 IRVING AV     ,OFFN AGAINST FAMILY,0,460
2019/01/25 00:00:00+00,0009,0009,1400 S  STATE ST     ,FRAUD,0,461
2019/01/25 00:00:00+00,0028,0100,800 ONONDAGA AV     ,ALL OTHER OFFENSES,0,462
2019/01/25 00:00:00+00,0132,0132,100 BERTRAM PL     ,ALL OTHER OFFENSES,0,463
2019/01/25 00:00:00+00,0250,0250,1400 MIDLAND AV     ,POSSESSION/MARIJUANA,0,464
2019/01/25 00:00:00+00,0334,0420,200 BUTTERNUT ST     ,POSSESSION/MARIJUANA,0,465
2019/01/25 00:00:00+00,0400,0407,900 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,0,466
2019/01/25 00:00:00+00,0445,0445,300 N  BEECH ST     ,POSSESSION/MARIJUANA,1,467
2019/01/25 00:00:00+00,0844,0844,1600 JAMES ST     ,OFFN AGAINST FAMILY,0,468
2019/01/25 00:00:00+00,0001,1715,1900 E  FAYETTE ST     ,FRAUD,0,469
2019/01/25 00:00:00+00,1503,1503,100 DAVIS ST     ,POSSESSION/MARIJUANA,0,470
2019/01/25 00:00:00+00,1345,1345,600 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,1,471
2019/01/25 00:00:00+00,0000,0800,2700 JAMES ST     ,CRIMINAL MISCHIEF,1,472
2019/01/25 00:00:00+00,1737,1737,200 ONONDAGA AV     ,SIMPLE ASSAULT,0,473
2019/01/25 00:00:00+00,1740,1740,700 SPENCER ST     ,POSSESSION/MARIJUANA,0,474
2019/01/25 00:00:00+00,1507,1507,200 OSWEGO ST     ,POSSESSION/MARIJUANA,0,475
2019/01/25 00:00:00+00,1509,1509,100 LOMBARD AV     ,ALL OTHER OFFENSES,0,476
2019/01/25 00:00:00+00,1830,1910,400 HELEN ST     ,SIMPLE ASSAULT,0,477
2019/01/25 00:00:00+00,2226,2226,2000 E  FAYETTE ST     ,POSSESSION/MARIJUANA,0,478
2019/01/25 00:00:00+00,1037,1037,1 DESTINY USA DR,SIMPLE ASSAULT,0,479
2019/01/25 00:00:00+00,1015,1015,700 EUCLID AV     ,CRIMINAL MISCHIEF,0,480
2019/01/26 00:00:00+00,2355,0020,900 SOUTH AV     ,POSSESSION/MARIJUANA,0,481
2019/01/26 00:00:00+00,0035,0038,200 CRIPPEN AV     ,CRIMINAL MISCHIEF,0,482
2019/01/26 00:00:00+00,1123,1123,300 GRANT AV     ,POSSESSION/MARIJUANA,0,483
2019/01/26 00:00:00+00,0330,0105,1000 EMERSON AV     ,SIMPLE ASSAULT,0,484
2019/01/26 00:00:00+00,0122,0122,900 BUTTERNUT ST     ,SIMPLE ASSAULT,0,485
2019/01/26 00:00:00+00,0220,0220,1100 ERIE BLVD E ,SIMPLE ASSAULT,1,486
2019/01/26 00:00:00+00,0219,0219,100 LYDELL ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,487
2019/01/26 00:00:00+00,0931,0931,100 HATCH ST     ,SIMPLE ASSAULT,0,488
2019/01/26 00:00:00+00,1335,1335,100 BALLARD AV     ,SIMPLE ASSAULT,0,489
2019/01/26 00:00:00+00,2200,1000,400 KIRKPATRICK ST     ,CRIMINAL MISCHIEF,1,490
2019/01/26 00:00:00+00,1124,1124,300 W  NEWELL ST     ,POSSESSION/MARIJUANA,0,491
2019/01/26 00:00:00+00,1555,1606,200 GENESEE PARK DR     ,SIMPLE ASSAULT,0,492
2019/01/26 00:00:00+00,1734,1734,300 E  DIVISION ST     ,OFFN AGAINST FAMILY,0,493
2019/01/26 00:00:00+00,1126,1126,700 E  LAUREL ST     ,POSSESSION/MARIJUANA,0,494
2019/01/26 00:00:00+00,1740,1740,4400 S  SALINA ST     ,ALL OTHER OFFENSES,0,495
2019/01/26 00:00:00+00,1804,1804,400 BEAR ST     ,SIMPLE ASSAULT,0,496
2019/01/26 00:00:00+00,1806,1809,200 BRUCE ST     ,SIMPLE ASSAULT,0,497
2019/01/26 00:00:00+00,1835,1827,100 GRIFFITHS ST     ,SIMPLE ASSAULT,0,498
2019/01/26 00:00:00+00,2042,2042,300 HIAWATHA BLVD W ,SIMPLE ASSAULT,0,499
2019/01/26 00:00:00+00,2120,2125,100 BERGER AV     ,SIMPLE ASSAULT,0,500
2019/01/26 00:00:00+00,2320,2320,100 TYLER CT     ,ALL OTHER OFFENSES,1,501
2019/01/26 00:00:00+00,2250,2145,2500 MIDLAND AV     ,SIMPLE ASSAULT,0,502
2019/01/26 00:00:00+00,1139,1139,800 LANCASTER AV     ,ALL OTHER OFFENSES,0,503
2019/01/26 00:00:00+00,0042,0042,1000 BELLEVUE AV     ,ALL OTHER OFFENSES,0,504
2019/01/26 00:00:00+00,1900,1900,700 SPRING ST     ,SIMPLE ASSAULT,0,505
2019/01/27 00:00:00+00,0024,0024,600 WESTCOTT ST     ,ALL OTHER OFFENSES,1,506
2019/01/27 00:00:00+00,0025,0025,200 WEBSTER AV     ,SIMPLE ASSAULT,0,507
2019/01/27 00:00:00+00,0031,0031,400 TULLY ST     ,SIMPLE ASSAULT,0,508
2019/01/27 00:00:00+00,0055,0055,300 SEYMOUR ST     ,SIMPLE ASSAULT,0,509
2019/01/27 00:00:00+00,0205,0240,100 COOLIDGE AV     ,POSSESSION/MARIJUANA,0,510
2019/01/27 00:00:00+00,0234,0234,600 S  GEDDES ST     ,ALL OTHER OFFENSES,0,511
2019/01/27 00:00:00+00,0245,0259,100 POLK ST     ,SIMPLE ASSAULT,0,512
2019/01/27 00:00:00+00,0230,0308,500 HIXSON AV     ,CRIMINAL MISCHIEF,0,513
2019/01/27 00:00:00+00,1143,1143,300 N  SALINA ST     ,ALL OTHER OFFENSES,0,514
2019/01/27 00:00:00+00,0533,0533,200 E  BELDEN AV     ,SIMPLE ASSAULT,0,515
2019/01/27 00:00:00+00,0808,0808,800 VINE ST     ,SIMPLE ASSAULT,0,516
2019/01/27 00:00:00+00,0808,0808,100 MARTIN LUTHER KING      W ,OFFN AGAINST FAMILY,0,517
2019/01/27 00:00:00+00,1100,1100,200 BURNET PARK DR     ,SIMPLE ASSAULT,1,518
2019/01/27 00:00:00+00,1043,1043,300 SOUTH AV     ,ALL OTHER OFFENSES,0,519
2019/01/27 00:00:00+00,1230,1252,200 GILBERT AV     ,SIMPLE ASSAULT,0,520
2019/01/27 00:00:00+00,1325,1331,400 RICH ST     ,SIMPLE ASSAULT,0,521
2019/01/27 00:00:00+00,0900,0900,500 CATHERINE ST     ,SIMPLE ASSAULT,0,522
2019/01/27 00:00:00+00,1715,1722,500 TENNYSON AV     ,SIMPLE ASSAULT,0,523
2019/01/27 00:00:00+00,2057,2104,1500 E  GENESEE ST     ,SIMPLE ASSAULT,0,524
2019/01/27 00:00:00+00,2235,2325,1300 S  STATE ST     ,POSSESSION/MARIJUANA,0,525
2019/01/27 00:00:00+00,2030,2246,500 W  BRIGHTON AV     ,CRIMINAL MISCHIEF,0,526
2019/01/27 00:00:00+00,1141,1141,500 W  BRIGHTON AV     ,POSSESSION/MARIJUANA,0,527
2019/01/27 00:00:00+00,2355,2355,400 OSWEGO ST     ,SIMPLE ASSAULT,0,528
